0,0,0,0,0,0,0,0,0,0.001,0,0.009,0.021,0.066,0.266,0.433
0,0,0,0,0.001,0.04,0.743,2.598,3.961,4.556,4.875,5.195,5.197,5.245,5.16,5.157
0,0,0,0.001,0.4,3.622,5.714,6.08,5.95,5.892,5.906,5.471,5.495,5.562,5.495,5.228
0,0,0,0.054,1.666,5.119,6.27,6.238,5.933,5.782,5.982,5.658,6.141,5.957,5.67,5.504
0,0,0,0.073,2.039,4.641,4.683,4.987,4.533,4.279,4.124,4.284,4.327,4.379,4.298,4.161
